tweet,text_clean,polarity_score,polarity
"Lama-lama semakin keliatan.. hutan,sawah, lahan hijau, lahan tempat tinggal digusur smua demi pembangunan dan investasi.. padahal manusia pun hidup dari alam dan alam memberikannya secara gratis.. tapi manusia membalasnya dengan cara merusak..",lamalama semakin keliatan hutansawah lahan hijau lahan tempat tinggal digusur smua demi pembangunan dan investasi padahal manusia pun hidup dari alam dan alam memberikannya secara gratis tapi manusia membalasnya dengan cara merusak,18,positive
"main futsal wae bro, sawah we digusur ketoke lapangan balbalan yo hoo",main futsal wae bro sawah we digusur ketoke lapangan balbalan yo hoo,2,positive
Komodo aja digusur lahannya apalagi cuman sawah Bapak kau!!!!,komodo aja digusur lahannya apalagi cuman sawah bapak kau,1,positive
"Betul tuh kak, gamungkin dong, di rezim ini, rezim yang sama yang membiarkan sawah digusur demi bandara ataupun pabrik, juga membiarkan warganya dipukulin aparat karena mempertahankan tempat tinggalnya ngerusak tempat konservasi komodo, mustahil bgt lahhh~ kita sayang mokondo😎👍",betul tuh kak gamungkin dong di rezim ini rezim yang sama yang membiarkan sawah digusur demi bandara ataupun pabrik juga membiarkan warganya dipukulin aparat karena mempertahankan tempat tinggalnya ngerusak tempat konservasi komodo mustahil bgt lahhh kita sayang mokondo😎👍,0,neutral
Tok jogja-solo tu sebener e gmn sih sedih bgt sawah padah digusur :(,tok jogjasolo tu sebener e gmn sih sedih bgt sawah padah digusur,-4,negative
"kesenjangan sosial, tawuran ormas, klitih, bukit gundul, sawah digusur, banyaknya tunawisma, kekurangan air bersih, kongsi pengusaha dan penguasa itu contoh-contoh romantis?",kesenjangan sosial tawuran ormas klitih bukit gundul sawah digusur banyaknya tunawisma kekurangan air bersih kongsi pengusaha dan penguasa itu contohcontoh romantis,6,positive
kaubenarkan dgn argumen bertani di lahan sempit tdk menguntungkan. Lebih baik cetak sawah besar2an di luar Jawa. Pdhl di luar Jawa digusur juga. Bekerja ke kota atau jadi TKI itu adalah hak. Itu benar. Hanya saja tdk semua yg bekerja ke kota atau jadi TKI itu bekerja krn,kaubenarkan dgn argumen bertani di lahan sempit tdk menguntungkan lebih baik cetak sawah besaran di luar jawa pdhl di luar jawa digusur juga bekerja ke kota atau jadi tki itu adalah hak itu benar hanya saja tdk semua yg bekerja ke kota atau jadi tki itu bekerja krn,-7,negative
"Cetak sawah di luar Jawa sdh merusak ekosistem, biaya besar dan pakai dana utang, giliran sdh jd sawah eh digusur oleh industri perkebunan sawit dan tambang. Ironisnya hampir setiap tahun ada program cetak sawah, sementara sawah yg sdh ada dibiarkan terus digusur. Negara ajaib",cetak sawah di luar jawa sdh merusak ekosistem biaya besar dan pakai dana utang giliran sdh jd sawah eh digusur oleh industri perkebunan sawit dan tambang ironisnya hampir setiap tahun ada program cetak sawah sementara sawah yg sdh ada dibiarkan terus digusur negara ajaib,-3,negative
"@DataBanyumas Bukan itu yg terjadi. Yg terjadi, sawah2 yg sdh dicetak di luar Jawa juga banyak yg digusur. Bedanya sawah2 di luar Jawa digusur oleh perkebunan sawit, tambang dan lainnya. Bahkan bukan hanya sawah, desa2 juga hilang digusur sawit dan tambang.",bukan itu yg terjadi yg terjadi sawah yg sdh dicetak di luar jawa juga banyak yg digusur bedanya sawah di luar jawa digusur oleh perkebunan sawit tambang dan lainnya bahkan bukan hanya sawah desa juga hilang digusur sawit dan tambang,-9,negative
"@DataBanyumas @ecosocrights Kalau di P Jawa, ampun. Yg jls gusur2 jarang mikir dampak jgk panjang buat yg digusur. Uang ganti bkn jwbn. Petaninya apa hrs jd petugas tol? Cari lahan baru, bikin sawah lg atw babat alas? Ini hrs dipikir jg.",kalau di p jawa ampun yg jls gusur jarang mikir dampak jgk panjang buat yg digusur uang ganti bkn jwbn petaninya apa hrs jd petugas tol cari lahan baru bikin sawah lg atw babat alas ini hrs dipikir jg,-6,negative
@Fahrrur_ @AREAJULID Tapi mau main layangan pun skrg lahan nya digusur perumahan dsb. Dan bikin bahaya. Harusnya orang tua jaman sekarang dong yg disalahin? Karena sibuk bikin pabrik daripada ngolah sawah kebun dsb wkwk,tapi mau main layangan pun skrg lahan nya digusur perumahan dsb dan bikin bahaya harusnya orang tua jaman sekarang dong yg disalahin karena sibuk bikin pabrik daripada ngolah sawah kebun dsb wkwk,-7,negative
@DataBanyumas @sgiinanjar_ @Dandhy_Laksono @adsafha @PakattDayak @Vaneo24 Ada masyarakat hutan pengen hutannya digusur ganti sawah? Wkwkwk goblok,ada masyarakat hutan pengen hutannya digusur ganti sawah wkwkwk goblok,7,positive
@spojch3cooh 🤔 sawah digusur,🤔 sawah digusur,-2,negative
"@1990_afif @aariifin @Anne52341960 @didienAZHAR Halte rusak koar koar, sawah dijadiin beton, rumah digusur dijadiin tol, hutan dibakar ga koar koar tuh",halte rusak koar koar sawah dijadiin beton rumah digusur dijadiin tol hutan dibakar ga koar koar tuh,4,positive
"@tutiramadhanif @mlgcollegefess Receh opinimu, menandakan dangkal otakmu. Fasum dibela mati-matian, giliran hutan ditebang, sawah digusur, nyawa dihilangkan malah diabaikan. Saya pamit undur diri.",receh opinimu menandakan dangkal otakmu fasum dibela matimatian giliran hutan ditebang sawah digusur nyawa dihilangkan malah diabaikan saya pamit undur diri,1,positive
"‘Kan, tapi kan, tapi kan, rumah yang digusur dan sawah yag dibuldoser bukan fasilitas umum?!’",‘kan tapi kan tapi kan rumah yang digusur dan sawah yag dibuldoser bukan fasilitas umum’,2,positive
"Ada yg bilang, ""kenapa kita marah ngeliat warung dan halte dibakar, sementara sawah digusur engga marah?"" Sudut pandang orang macam2, prioritas pun lain2, jgn jejali orang ide besar kalau buat makan besok pun masih mikir. Tumbuhkan kesadaran, bukan kemarahan. Marah kok ngajak2.",ada yg bilang kenapa kita marah ngeliat warung dan halte dibakar sementara sawah digusur engga marah sudut pandang orang macam prioritas pun lain jgn jejali orang ide besar kalau buat makan besok pun masih mikir tumbuhkan kesadaran bukan kemarahan marah kok ngajak,1,positive
"@ovrialc @rivaldosantosa Emberrr kemana aja, pas hutan kebakar, sawah digusur...",emberrr kemana aja pas hutan kebakar sawah digusur,8,positive
"@ariefmiftah07 @Man_Dalban_ seneng ra alas e diobongi, sawahe dadeke tol, omahmu digusur dadeke mol ? seneng ra duit pajakmu dikorupsi? wong cilik ngrusak paling sepiroa",seneng ra alas e diobongi sawahe dadeke tol omahmu digusur dadeke mol  seneng ra duit pajakmu dikorupsi wong cilik ngrusak paling sepiroa,-4,negative
Bener bang. Rasanya mau bilang “Hutan rusak diem. Sawah digusur diem. Tanah warga disita paksa diem. Giliran halte busway rusak mrk bacot kemana2. Apa krn yg lain2 itu ga relate sm kehidupan mrk?”,bener bang rasanya mau bilang “hutan rusak diem sawah digusur diem tanah warga disita paksa diem giliran halte busway rusak mrk bacot kemana apa krn yg lain itu ga relate sm kehidupan mrk”,7,positive
"Giliran halte dibakar berisiknya minta ampun. Ketika hutan dibakar, sawah dijadikan bandara, rumah warga digusur, hutan lindung dijadikan tambang, dan hutan adat ditanami sawit. Anda semua diam saja. Anjing kalian semua.",giliran halte dibakar berisiknya minta ampun ketika hutan dibakar sawah dijadikan bandara rumah warga digusur hutan lindung dijadikan tambang dan hutan adat ditanami sawit anda semua diam saja anjing kalian semua,17,positive
"Bener banget mas, mending hutan dibakar, sawah ama rumah rakyat digusur daripada halte yang kebakar yakan 😭 kan nanti jadi gabisa pulang kalo dibakar haltenya huhu",bener banget mas mending hutan dibakar sawah ama rumah rakyat digusur daripada halte yang kebakar yakan 😭 kan nanti jadi gabisa pulang kalo dibakar haltenya huhu,12,positive
"@UmbiUmbian6 @adriansyahyasin Bacot aja si,, hutan dibakar butuh berapa ratus tahun? Sawah digusur dibikin pabrik, kelapa sawit dibabat habis cuma buat segelintir oknum bangsat, hak buruh dikebiri, giliran gini disuruh santun, OTAK MANA OTAK???",bacot aja si hutan dibakar butuh berapa ratus tahun sawah digusur dibikin pabrik kelapa sawit dibabat habis cuma buat segelintir oknum bangsat hak buruh dikebiri giliran gini disuruh santun otak mana otak,2,positive
"Kasihan hatenya dibakar, rangorang mau kerja gimana kalo haltenya dibakar?????? Sawah dan lahan perkebunan warga disrobot digusur... Mereka mau nanem padi, cari nafkah dimana dan gimana nasibnya???? (Konflik agraria kok diem aja)",kasihan hatenya dibakar rangorang mau kerja gimana kalo haltenya dibakar sawah dan lahan perkebunan warga disrobot digusur mereka mau nanem padi cari nafkah dimana dan gimana nasibnya konflik agraria kok diem aja,7,positive
"Aku juga gak mendukung anarkisme, tapi bisa dipahami mengapa sampai begitu. Lah hutan dibakar, sawah-kebun-rumah digusur paksa, eksploitasi alam di mana-mana. Masa kudu diam? Iya, gak semua aparat dan anggota dewan jahat. Sama, gak semua pendemo anarkis.",aku juga gak mendukung anarkisme tapi bisa dipahami mengapa sampai begitu lah hutan dibakar sawahkebunrumah digusur paksa eksploitasi alam di manamana masa kudu diam iya gak semua aparat dan anggota dewan jahat sama gak semua pendemo anarkis,-5,negative
"@jawafess Apa kabar sawah yg dibeton, hutan yg digunduli, rumah yg digusur dan sungai yg dialiri limbah pabrik????????",apa kabar sawah yg dibeton hutan yg digunduli rumah yg digusur dan sungai yg dialiri limbah pabrik,3,positive
"Pendemo dibantah pake ""udah baca uu nya yang demo?"" Pendukung demo yang menyayangkan fasum dibakar dibantah ""hutan dibakar, sawah digusur kalian diem aja?"" Nanti opini barusan masih dibantah lagi ""umat muslim dizalimi kalian diem aja?"" Nanti masih.. ahh udah diem aja deh :(",pendemo dibantah pake udah baca uu nya yang demo pendukung demo yang menyayangkan fasum dibakar dibantah hutan dibakar sawah digusur kalian diem aja nanti opini barusan masih dibantah lagi umat muslim dizalimi kalian diem aja nanti masih ahh udah diem aja deh,18,positive
"ya besok kalau rumahmu atau sawah keluargamu digusur secara paksa dan tidak ada ganti rugi secara baik, urusin aja sendiri ya.",ya besok kalau rumahmu atau sawah keluargamu digusur secara paksa dan tidak ada ganti rugi secara baik urusin aja sendiri ya,8,positive
"@IndahAriani HALTE DIBAKAR AJA HEBOH STENGAH GILA LO NJING, HUTAN DIBAKAR, SAWAH DIGUSUR BIASA BIASA AJA EMNG RAKYAT NGENTOT LO!!!",halte dibakar aja heboh stengah gila lo njing hutan dibakar sawah digusur biasa biasa aja emng rakyat ngentot lo,11,positive
"@tubirfess Waktu sawah dirampas, hutan dibakar, lahan adat digusur lalu masyarakat harus menyampaikan keluhkesahnya dengan cara yg santun?? Hellno",waktu sawah dirampas hutan dibakar lahan adat digusur lalu masyarakat harus menyampaikan keluhkesahnya dengan cara yg santun hellno,1,positive
"@InfoUngaran Hutan dibakar, sawah dan rumahnya digusur, dan kini hak-haknya sebagai pekerja dikebiri. Terus rakyat dipaksa (((santun dan elegan)))",hutan dibakar sawah dan rumahnya digusur dan kini hakhaknya sebagai pekerja dikebiri terus rakyat dipaksa santun dan elegan,6,positive
"hutan dibakar, sawah rumah digusur kok dibandingin sama vandal sih? premis nya ga kesitu, comparing smth itu apple to apple. lagi fasmum gue pake, dia pake, mereka pake, kita semua pake. bagi gue vandal adalah kriminal apapun alesannya! c'mon jangan buat PR kita jadi makin banyak",hutan dibakar sawah rumah digusur kok dibandingin sama vandal sih premis nya ga kesitu comparing smth itu apple to apple lagi fasmum gue pake dia pake mereka pake kita semua pake bagi gue vandal adalah kriminal apapun alesannya cmon jangan buat pr kita jadi makin banyak,3,positive
Pendemo merusak? Apa tak kau lihat kerusakan yg ditimbulkan oleh tirani &amp,pendemo merusak apa tak kau lihat kerusakan yg ditimbulkan oleh tirani amp,0,neutral
@PolJokesID Hutan dibakar DIEM Sawah petani digusur DIEM Pelanggaran HAM ke orang kecil DIEM Ga ikut aksi #GagalkanOmnibusLaw karena mikir yg rugi kalo ini di sahkan cuma mahasiswa sama buruh pabrik Bisa-bisanya masih banyak yg ngebacot kek gini lawak bgt,hutan dibakar diem sawah petani digusur diem pelanggaran ham ke orang kecil diem ga ikut aksi  karena mikir yg rugi kalo ini di sahkan cuma mahasiswa sama buruh pabrik bisabisanya masih banyak yg ngebacot kek gini lawak bgt,7,positive
"Sawah digusur hutan dibakar diam, giliran halte dibakar koar-koar. #BatalkanOmnibusLaws #BatalkanRUUCiptaKerja #JegalOmnibusLaw",sawah digusur hutan dibakar diam giliran halte dibakar koarkoar,4,positive
@victoryouu @_suryapromerah @octavvvvvv @LordPaijo Itu hutan dirusak sawah digusur laut dicemari kok diem wae,itu hutan dirusak sawah digusur laut dicemari kok diem wae,1,positive
"Demo atau tidak. Sementara itu di tempat lain, hutan akan tetap digunduli, warga tetap digusur, sawah tetap ditanami (beton), tanah tetap terus digali sampe inti bumi, hewan tetap ditembaki, pejabat dan investor tetap kaya. Apalagi kalo ngga demo.",demo atau tidak sementara itu di tempat lain hutan akan tetap digunduli warga tetap digusur sawah tetap ditanami beton tanah tetap terus digali sampe inti bumi hewan tetap ditembaki pejabat dan investor tetap kaya apalagi kalo ngga demo,-10,negative
@HiaDaniel @FirzaHusain Kawasan industri di Cikarang tambah meluas bro..sawah aja pada diurug buat bikin pabrik...kampung aja ada yg digusur Ama kawasan....kayaknya tambah banyak deh pabriknya,kawasan industri di cikarang tambah meluas brosawah aja pada diurug buat bikin pabrikkampung aja ada yg digusur ama kawasankayaknya tambah banyak deh pabriknya,7,positive
"@negativisme Sebelum"" ada omnibusuk pun, tanah adat sudah dirampas, hutan dibabat, rumah sawah prkebunan pun digusur paksa. Apa lagi disahkan omnibusuk! Bisa"" yg susah jdi melarat, yg malarat jdi gak bisa makan!!! #TolakOmnibusLaw",sebelum ada omnibusuk pun tanah adat sudah dirampas hutan dibabat rumah sawah prkebunan pun digusur paksa apa lagi disahkan omnibusuk bisa yg susah jdi melarat yg malarat jdi gak bisa makan,-3,negative
"Pesangon Buruh 32 x Disunat jadi 19 Kali, yg 6 x dari BPJS ketenagakerjaan dari Iuran dari Pekerja Buruh Juga. Sawah Petani Gurem Bisa Digusur investasi jika di Perlukan,@TirtoID Jadi Bukan Rakyat YG Hoak Tapi Pejabat di TV yg Bikin Hoak Tapi Tuduh Rakyat",pesangon buruh  x disunat jadi  kali yg  x dari bpjs ketenagakerjaan dari iuran dari pekerja buruh juga sawah petani gurem bisa digusur investasi jika di perlukan jadi bukan rakyat yg hoak tapi pejabat di tv yg bikin hoak tapi tuduh rakyat,2,positive
"Sepupu dan saya hampir tiap pulang kerja kumpul organisasi buat ngasih bantuan ke warga yg kesusahan, ngajar di kolong jembatan, bantuin buruh"" yg sawah dn rumahnya digusur lah apa lah. Sedangkan yg pd di atas bukan meringankan malah seakan jatuhin batu gede sm kita. Nangis 💔",sepupu dan saya hampir tiap pulang kerja kumpul organisasi buat ngasih bantuan ke warga yg kesusahan ngajar di kolong jembatan bantuin buruh yg sawah dn rumahnya digusur lah apa lah sedangkan yg pd di atas bukan meringankan malah seakan jatuhin batu gede sm kita nangis 💔,9,positive
"Oiyaa kasus papua, anjing betapa bobroknya pemerintahan kita. Kasus penebangan hutan demi hutan sawit. Jing lah goblok. Pembebasan lahan secara paksa, rumah digusur sawah petani digusur. Woiii melek, negeri ini butuh evaluasi.",oiyaa kasus papua anjing betapa bobroknya pemerintahan kita kasus penebangan hutan demi hutan sawit jing lah goblok pembebasan lahan secara paksa rumah digusur sawah petani digusur woiii melek negeri ini butuh evaluasi,-3,negative
"Wkwkwkwk Pupuk mahal,sawah digusur tumbuh beton",wkwkwkwk pupuk mahalsawah digusur tumbuh beton,-4,negative
"@Nawariijahuget Sawah tambah suwi"" digusur nggo investor",sawah tambah suwi digusur nggo investor,-2,negative
@Nawariijahuget Sekarang lagi jaman sawah digusur paksa guh.,sekarang lagi jaman sawah digusur paksa guh,-6,negative
Rapat tidur Kerja ngawur Negara hancur Rakyat nganggur Sawah ladang digusur,rapat tidur kerja ngawur negara hancur rakyat nganggur sawah ladang digusur,-1,negative
Tapi sawah - sawah digusur jadi pabrik n bandara pak 😩😩😩,tapi sawah  sawah digusur jadi pabrik n bandara pak 😩😩😩,-2,negative
"@ridwanhr Maklum Pak Gubernur, sawah petani banyak yg digusur jadi membajaknya di twitter",maklum pak gubernur sawah petani banyak yg digusur jadi membajaknya di twitter,-3,negative
@clumsiestperson Sementara sawah digusur dijadiin pabrik Dan hutan digusur dijadiin ladang Pening,sementara sawah digusur dijadiin pabrik dan hutan digusur dijadiin ladang pening,-5,negative
