,Unnamed: 0,conversation_id,date,tweet,tweetbersih,translated,sentiment,,,,,,,,,,,,,
58,58,1.34E+018,2020-12-24 9:33:38,eh tapi sumpah deket rumah di depok dulu ada sawah gedeee terus ada sungai juga bisa buat main tapi dah digusur jadi perumahan,tapi sumpah dekat rumah di depok dulu ada sawah besar terus ada sungai juga bisa buat main tapi sudah digusur jadi perumahan,uh but I swear near the house in Depok there used to be a big rice field and then there was a river you could also play with but it has been evicted into housing,negative,,,,,,,,,,,,,
59,59,1.34E+018,2020-12-22 10:04:18,Masyarakat dengan hutannya  Tapi  hutan harus dibabat untuk dijadikan sawah bagi petani  Petani dengan sawahnya Tapi  sawah harus digusur untuk dijadikan pabrik bagi buruh  Tanpa hutan dibabat  tidak ada sawah  Tanpa sawah digusur  tidak ada pabrik,Masyarakat dengan hutannya Tapi hutan harus dibabat untuk dijadikan sawah bagi petani Petani dengan sawahnya Tapi  sawah harus digusur untuk dijadikan pabrik bagi buruh Tanpa hutan dibabat tidak ada sawah Tanpa sawah digusur tidak ada pabrik,Communities with their forests But forests must be cleared to become rice fields for farmers Farmers with their fields But rice fields must be evicted to become factories for workers Without forests being cleared there are no rice fields Without rice fields being evicted there are no factories,neutral,,,,,,,,,,,,,
60,60,1.34E+018,2020-12-17 6:03:27,Saya berharap Bpk Jokowi mendengar hati kami  Kami meminta tanah di kampung Sawah Jakarta Utara biar di bayar yang kena digusur buat jalan tol,Saya berharap pak Jokowi mendengar hati kami Kami meminta tanah di kampung Sawah Jakarta Utara agar dibayar yang kena gusur buat jalan tol,"I hope Mr. Jokowi hears our hearts. We ask for land in Sawah village, North Jakarta, so that we can pay for those who have to be evicted for toll roads.",positive,,,,,,,,,,,,,
61,61,1.34E+018,2020-12-13 7:20:40,Sawah   sawah di deket rumah gua digusur dijadiin perumahan rakyat,Sawah sawah dekat rumah saya digusur dijadikan perumahan rakyat,The rice fields near the cave house have been evicted into public housing perumahan,neutral,,,,,,,,,,,,,
62,62,1.34E+018,2020-12-11 7:05:54,sawah produktif digusur  produksi pindah di food estate  sawah jd resort tempat wisata  semua jd duit tp masyarakat setempat terseok  alam merana,sawah produktif digusur produksi pindah di food estate  sawah jadi resort tempat wisata semua jadi uang tapi masyarakat setempat terserok alam merana,"Productive rice fields evicted, production moved to food estate, rice fields become resorts, tourist attractions, everything becomes money, but local people suffer from misery",negative,,,,,,,,,,,,,
63,63,1.34E+018,2020-12-10 12:09:27,Trus Tuan  bikin proyek food estate  Sementara  sawah yang ada digusur  Lah piye,Terus Tuan bikin proyek food estate Sementara sawah yang ada digusur bagaimana,"Then, sir, make a food estate project, while the existing rice fields are being evicted",neutral,,,,,,,,,,,,,
64,64,1.34E+018,2020-12-10 9:29:40,Padahal kampung dan sawah justru akan menampilkan suasana eksotik  Sayang harus digusur jika hanya untuk resort,Padahal kampung dan sawah akan menampilkan suasana eksotik Sayang harus digusur jika hanya untuk resort,"Even though the village and rice fields will actually display an exotic atmosphere, it's a shame it must be evicted if only for a resort",negative,,,,,,,,,,,,,
65,65,1.34E+018,2020-12-09 0:49:53,horang sawah aja digusur jadi pabrik  tambang dan bandara kok mau nemuin petani,sawah saja digusur jadi pabrik tambang dan bandara mau menemukan petani,"Just let the rice fields be evicted into mining factories and airports, why do you want to find farmers?",positive,,,,,,,,,,,,,
66,66,1.33E+018,2020-12-04 7:21:28,sawah lagi yang digusur    pak,sawah lagi yang digusur pak,"another field that was evicted, sir",neutral,,,,,,,,,,,,,
67,67,1.33E+018,2020-12-03 16:01:08,Besok jg da jl tol solo   yogya Tp kasihan yg digusur  dlu bilang mau ganti untung  tp nyatanya jg haiiiiiiih Sawah    rb   m  Rumah  jt   m  Rumah    m  cman dpt    jt  blum dibagi ma ahli waris lainnya  boro  buat rumah  Ya Rabb,Besok juga sudah jalan tol solo yogya Tapi kasihan yg digusur dulu bilang mau ganti untung tapi nyatanya juga hanya dapat  juta belum dibagi sama ahli waris lainnya bagaimana buat rumah Ya Rabb,"Tomorrow there will also be a solo yogya toll road. But it's a pity that those who were evicted said they wanted to change their profits, but in fact they also haiiiiiiih Rice fields rb m Houses jt ​​m Houses m only got million not yet shared with other heirs, boros for the house, O Lord . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",positive,,,,,,,,,,,,,
68,68,1.33E+018,2020-12-03 14:01:56,Tanah  bangunan  sawah semuaha digusur    untuk vembangunan       vembangunan berbayar,Tanah bangunan sawah semuanya digusur untuk pembangunan pembangunan berbayar,All of the land for rice fields has been evicted for paid construction,neutral,,,,,,,,,,,,,
69,69,1.33E+018,2020-11-27 23:21:47,Hutan dibabat sawah digusur,Hutan dibabat dan sawah digusur,Forest cleared by rice fields evicted,positive,,,,,,,,,,,,,
70,70,1.33E+018,2020-11-23 11:52:15,Aku kini lelah Menunggu resah Menyesap kopi gelisah Di tepian sawah Menatap kerutan wajah Petani yang pasrah Digusur kejam penjajah Penindas penghisap darah Kaya juga hidup mewah Di istana megah Di ujung lembah Negara yang gemah ripah,Aku kini lelah menunggu resah Menyesap kopi gelisah Di tepian sawah Menatap kerutan wajah Petani yang pasrah Digusur kejam penjajah Penindas penghisap darah Kaya juga hidup mewah Di istana megah Di ujung lembah Negara yang gemah ripah,I'm now tired Waiting restlessly Sipping restless coffee On the edge of the rice fields Watching the frowns of surrendered farmers Evicted by cruel invaders Blood-sucking oppressors Rich also living in luxury In a magnificent palace At the end of the valley A gemah ripah country,neutral,,,,,,,,,,,,,
71,71,1.33E+018,2020-11-16 14:08:49,Seharusnya dilakukan pemulihan thd hutan lindung yang sdh kehilangan fungsi lindung  bukan malah dialihfungsikan  Selain itu  kalau dalihnya ketahanan pangan  kenapa sawah dan lahan pangan lainnya yg sudah ada tidak dilindungi tetapi malah digusur dan dialihfungsikan,Seharusnya dilakukan pemulihan terhadap hutan lindung yang sudah kehilangan fungsi lindung bukan dialihfungsikan  Selain itu  kalau dalihnya ketahanan pangan  kenapa sawah dan lahan pangan lainnya yang sudah ada tidak dilindungi tetapi malah digusur dan dialihfungsikan,"Restoration should be carried out on protected forests that have lost their protected functions, not even converted. In addition, if the pretext is food security, why are rice fields and other existing food fields not protected but instead evicted and converted?",neutral,,,,,,,,,,,,,
72,72,1.33E+018,2020-11-14 11:47:20,sawah digusur nanam padi dimana  impor beras lagi untung importir importirnya cukong mrk lagi kaya raya,sawah digusur tanam padi dimana impor beras lagi untung importir importirnya cukong mereka lagi kaya raya,"The rice fields are being evicted, planting rice, where the import of rice is profitable. The importer is the importer, the cukong is richer",positive,,,,,,,,,,,,,
73,73,1.33E+018,2020-11-13 13:07:43,Mas  coba cari info di Papua juga dibuka lahan buat persawahan  Tapi apa hasilnya  Gagal total  Jelas lahannya bukan untuk sawah  Yang jelas untuk sawah malah digusur jadi bandara,Mas coba cari info di Papua juga dibuka lahan buat persawahan Tapi apa hasilnya Gagal total Jelas lahannya bukan untuk sawah Yang jelas untuk sawah malah digusur jadi bandara,"Mas, trying to find information in Papua, land was also opened for rice fields But what was the result It failed miserably It's clear the land is not for rice fields What is clear is that rice fields have been evicted to become an airport",negative,,,,,,,,,,,,,
74,74,1.33E+018,2020-11-10 20:04:46,Pernah sampai dititik dimana next  Bikin rumah di pinggir gunung dan sawah ya  eeeh sawahnya digusur pemerintah hatinya juga ikut kegusur daah,Pernah sampai dititik dimana next  Bikin rumah di pinggir gunung dan sawah ya sawahnya digusur pemerintah hatinya juga ikut kegusur,"Have you ever reached the point where next Make a house on the edge of a mountain and a rice field, yes, the government evicted the rice fields, their hearts will also be evicted",positive,,,,,,,,,,,,,
75,75,1.33E+018,2020-11-10 19:11:11,Bilang petani itu pahlawan  tapi sering terjadi sawah sawah digusur,Bilang petani itu pahlawan tapi sering terjadi sawah sawah digusur,They say farmers are heroes but often rice fields are evicted,positive,,,,,,,,,,,,,
76,76,1.32E+018,2020-11-07 8:04:18,Tapi lahan petani digusur paksa   Jutaan hektare sawah dibuat food estate yang ngelola BUMN wowww,Tapi lahan petani digusur paksa  Jutaan hektare sawah dibuat food estate yang ngelola BUMN,But the farmers' land was forcibly evicted Millions of hectares of rice fields were made into food estates that managed SOEs wowww,positive,,,,,,,,,,,,,
77,77,1.32E+018,2020-11-05 9:33:18,Jd kepikiran sawah yg ilang  amp,Jadi kepikiran sawah yang hilang,So I think of the lost rice fields &,negative,,,,,,,,,,,,,
78,78,1.32E+018,2020-11-04 16:02:07,Dulu waktu saya kecil  waktu zaman awal pembangunan taman Yasmin Bogor sekitar th       banyak penggusuran kebun  amp  sawah  Waktu itu saya  amp  kawan pernah minum air kelapa yang asli rasanya kaya bersoda mirip  sprite Karena sudah di beli PT  amp  nunggu digusur jadi bebas buat siapa aja,Dulu waktu saya kecil waktu zaman awal pembangunan taman Yasmin Bogor sekitar banyak penggusuran kebun sawah Waktu itu saya kawan pernah minum air kelapa yang asli rasanya seperti bersoda mirip sprite Karena sudah di beli PT nunggu digusur jadi bebas buat siapa aja,"Back when I was little, when I was early in the construction of the Yasmin Bogor park, around the year 2000, there were a lot of evictions of gardens and rice fields. At that time, my friends and I drank coconut water, the original taste was like fizzy like sprite.",positive,,,,,,,,,,,,,
79,79,1.32E+018,2020-11-02 11:48:34,golek usaha to  sawah e digusur ngunu,usaha di sawah digusur,Look for business to rice fields and evicted by ngunu,neutral,,,,,,,,,,,,,
80,80,1.32E+018,2020-11-02 8:51:06,Sender nulis Sawah hyung bukan rumah yg digusur,Sender nulis Sawah bukan rumah yg digusur,Sender wrote that hyung's rice fields were not evicted houses,neutral,,,,,,,,,,,,,
81,81,1.32E+018,2020-10-30 17:31:19,Petani dimana pak  Sawah keluarga saya aja mau digusur untuk wisata,Petani dimana pak Sawah keluarga saya aja mau digusur untuk wisata,"Farmers, where is Pak Sawah, my family just wants to be evicted for tourism",neutral,,,,,,,,,,,,,
82,82,1.32E+018,2020-10-30 14:09:19,Sawah habis digusur disuruh nyawah lagi,Sawah habis digusur dan disuruh bercocok tanam lagi,Rice fields have been evicted and told to live again,neutral,,,,,,,,,,,,,
83,83,1.32E+018,2020-10-30 13:39:38,Di kampungku  sawah digusur buat jalan raya  Yg nolak didatengin preman malem  dan tidak dapat apa apa  Di negara ini  bagi rakyat kecil  tidak ada jaminan apapun asetnya aman,Di kampungku sawah digusur buat jalan raya Yang nolak didatangi preman malam dan tidak dapat apa apa Di negara ini bagi rakyat kecil  tidak ada jaminan apapun asetnya aman,"In my village, the rice fields are being evicted for highways. The thugs refuse to come and get nothing. In this country, there are no guarantees for the little people that their assets are safe.",neutral,,,,,,,,,,,,,
84,84,1.32E+018,2020-10-30 12:11:11,SAWAH NYA AJA DIGUSUR  gmna mau jadi petani,SAWAHNYA sAJA DIGUSUR  bagaimana mau jadi petani,ONLY THE RICE IS EVOLVED How do you want to be a farmer,positive,,,,,,,,,,,,,
85,85,1.32E+018,2020-10-30 11:27:19,Bukan masalah malu tapi sawah nya udh jadi tambang  pabrik  sama sawit  Trs gmna ngegarap sawahnya  Petani yg udh ada aja digusur kok  Duh,Bukan masalah malu tapi sawahnya sudah jadi tambang pabrik sama sawit Terus bagaimana menggarap sawahnya Petani yg sudah ada saja digusur kok,"It's not a matter of shame, but the rice fields have become mines for factories and palm oil. So how do you work on the fields? The existing farmers have been evicted, how come Duh",negative,,,,,,,,,,,,,
86,86,1.32E+018,2020-10-30 9:28:16,Mau jadi petani gimana sawah ladang hutan digusur buat bangun jadi gedung,Mau jadi petani gimana sawah ladang hutan digusur buat bangun jadi gedung,"If you want to be a farmer, how can the forest fields be evicted to build a building?",positive,,,,,,,,,,,,,
87,87,1.32E+018,2020-10-30 8:26:04,Lahan sawah aja digusur gimana mau jd petani pak,Lahan sawah aja digusur gimana mau jadi petani pak,"The rice fields have been evicted, how do you want to be a farmer, sir?",positive,,,,,,,,,,,,,
88,88,1.32E+018,2020-10-30 8:22:40,mok males  sawah e digusur engkok,mok males  sawah e digusur engkok,why are you lazy in the fields and evicted by engkok,negative,,,,,,,,,,,,,
89,89,1.32E+018,2020-10-30 4:18:21,Ditempat aku sawah digusur dijadiin perumahan  elit  trs kadang suka nyeletuk aja sama orang  gini  Yaudah biarin aja sawah tambah dikit  jadiin perumahan mulu  Biar nanti orang  makan batu bata sama semen  udah pada gabutuh nasi palingan,Ditempat aku sawah digusur dijadikan perumahan elite terus kadang suka berkelakar saja sama orang gini “Yaudah biarin aja sawah tambah dikit  jadikan perumahanBiar nanti orang makan batu bata sama semen udah tidak butuh nasi”,"Where I am, the rice fields are being evicted into elite housing, but sometimes they like to tease people like this. Well, let's just add a little more rice to make it into housing. Later, people will eat bricks and cement. They don't need rice at all.",positive,,,,,,,,,,,,,
90,90,1.32E+018,2020-10-30 1:25:37,Disonansi kognitif  Diminta jadi petani  begitu jadi petani eh sawah digusur,Disonansi kognitif Diminta jadi petani begitu jadi petani sawah digusur,"Cognitive dissonance Asked to become a farmer when you become a farmer, the fields are evicted",neutral,,,,,,,,,,,,,
91,91,1.32E+018,2020-10-29 21:14:47,Gk mau ah digusur ntr sawah gw,tidak mau digusur nanti sawah saya,I don't want to be evicted in my rice field,positive,,,,,,,,,,,,,
92,92,1.32E+018,2020-10-29 20:59:51,Sawah nya aja digusur atas nama investasi,Sawahnya saja digusur atas nama investasi,The rice fields should not be evicted in the name of investment,neutral,,,,,,,,,,,,,
93,93,1.32E+018,2020-10-29 20:42:12,Gmna mau jadi petani klo sawah aja byk digusur  harga ketika panen murah  biaya perawatan taneman mahal  impor ekspor juga perlu dipertimbangkan,bagaimana mau jadi petani kalau sawah saja banyak digusur harga ketika panen murah biaya perawatan taneman mahal impor ekspor juga perlu dipertimbangkan,"How do you want to be a farmer if you don't have a lot of rice fields evicted, the price when harvesting is cheap, the cost of caring for the plants is expensive, imports and exports also need to be considered",positive,,,,,,,,,,,,,
